session_duration,login_time_pattern,avg_tx_amount,geo_distance_delta,user_id,tx_id,timestamp,tx_amount,currency,tx_type,merchant_id,tx_location,device_id,ip_address,is_vpn,avg_tx_amount_user,std_tx_amount_user,avg_tx_hour_user,device_change_freq,location_change_freq,txs_last_24h,txs_last_7d,has_recent_password_reset,is_new_device,tx_hour,risk_flag_manual,anomaly_score_baseline,country_mismatch,is_weekend,ip_risk_score
124,15:05,128.4619344098129,0.0,user_1,11,2023-07-18 22:12:41,151.6683784348094,EUR,purchase,merchant_9,loc_6,dev_8,192.168.1.52,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,1,14,0,0,22,0,0.1002352914432677,0,0,0.014075456836054635
139,16:34,128.4619344098129,0.0,user_1,12,2023-08-24 18:07:54,102.33437326409664,EUR,transfer,merchant_50,loc_37,dev_9,192.168.1.166,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,0,5,0,0,18,0,0.017874940292057495,0,0,0.014075456836054635
86,09:57,128.4619344098129,1.5876356195391628,user_1,13,2023-06-30 21:25:10,85.85811156111379,USD,withdrawal,merchant_17,loc_26,dev_12,192.168.1.241,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,3,4,0,0,21,0,0.1718098694271122,0,0,0.014075456836054635
119,17:21,128.4619344098129,3.309512662880787,user_1,14,2023-02-05 17:37:05,171.81579576899634,USD,purchase,merchant_31,loc_39,dev_17,192.168.1.131,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,2,10,0,0,17,0,0.020949806062529053,0,1,0.014075456836054635
65,11:19,128.4619344098129,5.979385564529053,user_1,15,2023-11-16 23:24:09,130.13870573920997,EUR,transfer,merchant_45,loc_14,dev_9,192.168.1.192,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,7,8,0,0,23,0,0.06769846486568191,0,0,0.014075456836054635
159,05:58,128.4619344098129,0.0,user_1,16,2023-04-19 09:25:17,119.794152973177,PLN,withdrawal,merchant_99,loc_38,dev_12,192.168.1.103,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,2,9,0,0,9,0,0.07446099879201876,0,0,0.014075456836054635
109,15:24,128.4619344098129,4.035315033721477,user_1,17,2023-10-24 16:52:19,108.86069409038635,PLN,withdrawal,merchant_66,loc_33,dev_13,192.168.1.250,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,-1,13,0,0,16,0,0.19538044438280713,0,0,0.014075456836054635
134,12:51,128.4619344098129,16.68052723333844,user_1,18,2023-05-11 19:06:50,155.8018434701761,PLN,purchase,merchant_55,loc_40,dev_14,192.168.1.117,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,3,10,0,0,19,0,0.14511164846202992,0,0,0.014075456836054635
132,18:26,128.4619344098129,11.724397762426815,user_1,19,2023-11-15 18:40:14,147.79818295790798,USD,purchase,merchant_82,loc_31,dev_10,192.168.1.16,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,7,9,0,0,18,0,0.14062821467199732,0,0,0.014075456836054635
208,07:24,128.4619344098129,8.915665348898631,user_1,20,2023-05-31 11:57:17,123.34236696068237,USD,purchase,merchant_86,loc_37,dev_16,192.168.1.143,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,7,7,0,0,11,0,0.16689986882386218,0,0,0.014075456836054635
131,14:24,128.4619344098129,2.7561155292997372,user_1,21,2023-06-19 06:42:25,112.80742773192677,USD,transfer,merchant_4,loc_44,dev_14,192.168.1.166,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,6,11,0,0,6,0,0.10709286159771621,0,0,0.014075456836054635
127,05:43,128.4619344098129,0.0,user_1,22,2023-11-18 14:55:27,137.4033926786873,EUR,transfer,merchant_72,loc_26,dev_12,192.168.1.246,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,1,14,0,0,14,0,0.011148096603182812,0,1,0.014075456836054635
120,21:44,128.4619344098129,7.370613838674356,user_1,23,2023-12-13 08:09:35,137.31614127204352,EUR,transfer,merchant_26,loc_15,dev_10,192.168.1.100,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,9,0,0,8,0,0.0769010702932991,0,0,0.014075456836054635
72,01:36,128.4619344098129,0.0,user_1,24,2023-03-18 21:47:37,136.10314790148388,PLN,withdrawal,merchant_42,loc_16,dev_7,192.168.1.110,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,3,2,0,0,21,0,0.10856206140927381,0,1,0.014075456836054635
138,04:34,128.4619344098129,10.777542483489349,user_1,25,2023-05-27 08:38:01,142.72637478004057,USD,purchase,merchant_54,loc_43,dev_20,192.168.1.232,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,0,16,0,0,8,0,0.1643193000320715,0,1,0.014075456836054635
107,01:04,128.4619344098129,2.7630334377116554,user_1,26,2023-12-02 22:09:21,135.26074903985162,EUR,withdrawal,merchant_61,loc_44,dev_17,192.168.1.121,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,2,10,0,0,22,0,0.05246368847488887,0,1,0.014075456836054635
195,10:46,128.4619344098129,0.0,user_1,27,2023-12-25 12:18:54,103.92343422991219,USD,purchase,merchant_20,loc_2,dev_19,192.168.1.48,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,0,9,0,0,12,0,0.04881066581229457,0,0,0.014075456836054635
81,22:11,128.4619344098129,0.8812239930808836,user_1,28,2023-09-11 11:12:58,129.53765292565274,USD,withdrawal,merchant_69,loc_12,dev_9,192.168.1.135,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,14,0,0,11,0,0.1376584780776966,0,0,0.014075456836054635
124,07:44,128.4619344098129,0.0,user_1,29,2023-06-25 04:15:41,141.70232030350616,USD,withdrawal,merchant_57,loc_43,dev_12,192.168.1.132,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,5,9,0,0,4,0,0.03371204981835798,0,1,0.014075456836054635
26,08:19,128.4619344098129,4.978096192816444,user_1,30,2023-03-23 00:01:23,149.65408754525652,USD,withdrawal,merchant_44,loc_5,dev_6,192.168.1.138,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,2,10,0,0,0,0,0.14209698987505234,0,0,0.014075456836054635
101,22:07,128.4619344098129,8.530112825715236,user_1,31,2023-12-03 18:46:27,154.21835429790337,EUR,purchase,merchant_77,loc_8,dev_1,192.168.1.156,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,3,10,0,0,18,0,0.02896109845238424,0,1,0.014075456836054635
53,05:38,128.4619344098129,21.131178316049063,user_1,32,2023-05-15 21:05:35,90.07850038023366,EUR,purchase,merchant_34,loc_41,dev_4,192.168.1.234,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,3,8,0,0,21,0,0.029270312569534187,0,0,0.014075456836054635
72,02:30,128.4619344098129,13.390548148063763,user_1,33,2023-11-07 12:52:34,104.58850232452917,PLN,transfer,merchant_90,loc_31,dev_11,192.168.1.44,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,1,13,0,0,12,0,0.1108150977557688,0,0,0.014075456836054635
54,22:19,128.4619344098129,8.906490549856068,user_1,34,2023-06-30 18:46:01,109.5618481202223,USD,withdrawal,merchant_88,loc_22,dev_17,192.168.1.2,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,2,12,0,0,18,0,0.050578745778875736,0,0,0.014075456836054635
110,01:19,128.4619344098129,0.0,user_1,35,2023-06-09 05:25:55,131.31139305844607,USD,transfer,merchant_8,loc_33,dev_4,192.168.1.243,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,2,21,0,0,5,0,0.1989579510173674,0,0,0.014075456836054635
118,13:08,128.4619344098129,8.88533726018722,user_1,36,2023-11-12 17:09:25,112.8461028317873,USD,purchase,merchant_68,loc_11,dev_2,192.168.1.237,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,10,0,0,17,0,0.0173065392818716,0,1,0.014075456836054635
186,06:10,128.4619344098129,5.631199126509548,user_1,37,2023-10-26 20:30:14,123.32491147741922,PLN,withdrawal,merchant_62,loc_31,dev_15,192.168.1.237,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,5,22,0,0,20,0,0.08562226949101362,0,0,0.014075456836054635
10,04:06,128.4619344098129,9.639592297060897,user_1,38,2023-11-01 01:15:55,138.07910182612292,USD,purchase,merchant_88,loc_48,dev_2,192.168.1.253,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,5,14,0,0,1,0,0.040413669331477324,0,0,0.014075456836054635
54,20:17,128.4619344098129,1.9589577644095177,user_1,39,2023-09-25 23:59:08,147.20731125176854,EUR,transfer,merchant_78,loc_11,dev_5,192.168.1.244,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,12,0,0,23,0,0.15131055533480448,0,0,0.014075456836054635
110,07:14,128.4619344098129,4.630915838671602,user_1,40,2023-11-28 10:10:12,154.23094723650365,PLN,purchase,merchant_56,loc_49,dev_16,192.168.1.74,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,0,7,0,0,10,0,0.08978163661739412,0,0,0.014075456836054635
144,02:02,128.4619344098129,15.01729257734693,user_1,41,2023-02-12 09:11:48,153.27785897330256,USD,withdrawal,merchant_27,loc_42,dev_5,192.168.1.32,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,14,0,0,9,0,0.06361453168856553,0,1,0.014075456836054635
161,19:26,128.4619344098129,0.0,user_1,42,2023-03-13 04:11:31,113.14665190928457,USD,purchase,merchant_32,loc_21,dev_20,192.168.1.21,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,7,10,0,0,4,0,0.09263001982294992,0,0,0.014075456836054635
86,10:37,128.4619344098129,18.42084147918993,user_1,43,2023-02-22 07:38:31,120.55677495104254,PLN,withdrawal,merchant_27,loc_22,dev_17,192.168.1.150,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,2,19,0,0,7,0,0.05943145362800342,0,0,0.014075456836054635
159,00:35,128.4619344098129,9.01980851155653,user_1,44,2023-01-24 02:04:41,140.03069954730344,EUR,purchase,merchant_64,loc_45,dev_1,192.168.1.144,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,1,14,0,0,2,0,0.15115881585702726,0,0,0.014075456836054635
217,20:45,128.4619344098129,23.104611021026965,user_1,45,2023-04-14 13:22:21,155.93551919343497,EUR,withdrawal,merchant_17,loc_35,dev_12,192.168.1.199,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,3,5,0,0,13,0,0.1889028178221935,0,0,0.014075456836054635
82,08:49,128.4619344098129,21.024922627317583,user_1,46,2023-05-24 03:16:32,122.62648057668886,PLN,withdrawal,merchant_86,loc_29,dev_18,192.168.1.187,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,4,0,0,3,0,0.16555764811635354,0,0,0.014075456836054635
97,04:38,128.4619344098129,15.252305189455571,user_1,47,2023-01-05 09:16:15,141.40248180909322,USD,transfer,merchant_43,loc_1,dev_13,192.168.1.9,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,3,6,0,0,9,0,0.03124954200325718,0,0,0.014075456836054635
171,17:46,128.4619344098129,0.0,user_1,48,2023-01-20 09:07:58,118.7079512271846,USD,withdrawal,merchant_96,loc_19,dev_11,192.168.1.99,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,8,0,0,9,0,0.005239741190280212,0,0,0.014075456836054635
71,15:49,128.4619344098129,9.812592845273686,user_1,49,2023-02-07 23:14:35,125.80060472141524,EUR,withdrawal,merchant_64,loc_39,dev_16,192.168.1.160,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,13,0,0,23,0,0.027266456327242585,0,0,0.014075456836054635
96,16:39,128.4619344098129,10.988709848072272,user_1,50,2023-05-17 16:34:26,96.70330456461856,PLN,transfer,merchant_91,loc_36,dev_19,192.168.1.235,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,0,4,0,0,16,0,0.01393250993654991,0,0,0.014075456836054635
117,01:30,128.4619344098129,9.35465943007796,user_1,51,2023-02-21 13:39:34,134.14100463746158,USD,purchase,merchant_47,loc_36,dev_19,192.168.1.175,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,9,0,0,13,0,0.057032915941303934,0,0,0.014075456836054635
143,13:30,128.4619344098129,0.0,user_1,52,2023-07-11 02:20:40,151.2770037118921,EUR,transfer,merchant_72,loc_32,dev_10,192.168.1.33,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,5,17,0,0,2,0,0.1353070652189806,0,0,0.014075456836054635
180,13:03,128.4619344098129,0.0,user_1,53,2023-12-06 17:20:12,142.28151389444352,EUR,transfer,merchant_3,loc_10,dev_2,192.168.1.146,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,1,9,0,0,17,0,0.00419785748707231,0,0,0.014075456836054635
115,09:30,128.4619344098129,0.0,user_1,54,2023-03-03 00:24:52,145.52760389534632,EUR,withdrawal,merchant_92,loc_40,dev_11,192.168.1.126,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,-1,0,0,0,0,0,0.07214508110197296,0,0,0.014075456836054635
111,20:32,128.4619344098129,4.153803325205413,user_1,55,2023-11-23 16:41:37,143.13319153882807,PLN,withdrawal,merchant_23,loc_23,dev_16,192.168.1.107,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,2,18,0,0,16,0,0.008567341932570206,0,0,0.014075456836054635
205,04:08,128.4619344098129,19.56505719663624,user_1,56,2023-07-02 04:58:48,137.15550473822168,EUR,withdrawal,merchant_48,loc_22,dev_19,192.168.1.230,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,3,12,0,0,4,0,0.034358201191380604,0,1,0.014075456836054635
171,08:05,128.4619344098129,21.58406292193096,user_1,57,2023-12-16 05:41:45,131.326459189642,PLN,purchase,merchant_92,loc_15,dev_9,192.168.1.139,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,3,12,0,0,5,0,0.19684355666670533,0,1,0.014075456836054635
198,14:57,128.4619344098129,10.547800102043695,user_1,58,2023-04-17 00:22:23,155.49221541808868,PLN,purchase,merchant_33,loc_13,dev_9,192.168.1.13,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,0,8,0,0,0,0,0.043666675467013305,0,0,0.014075456836054635
78,01:28,128.4619344098129,6.209581989174471,user_1,59,2023-10-17 23:02:06,94.90341402927064,PLN,withdrawal,merchant_61,loc_18,dev_2,192.168.1.116,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,21,0,0,23,0,0.032703798449215275,0,0,0.014075456836054635
137,08:54,128.4619344098129,10.738339463726634,user_1,60,2023-06-06 18:10:37,147.14488920292013,USD,transfer,merchant_54,loc_12,dev_9,192.168.1.115,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,3,15,0,0,18,0,0.09798741759026777,0,0,0.014075456836054635
46,09:05,128.4619344098129,1.6753887127734353,user_1,61,2023-07-30 14:50:23,141.02799790515851,EUR,transfer,merchant_22,loc_37,dev_13,192.168.1.228,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,8,0,0,14,0,0.14349375149627328,0,1,0.014075456836054635
83,01:29,128.4619344098129,11.390483054623427,user_1,62,2023-09-20 08:08:02,147.42081872940474,EUR,purchase,merchant_56,loc_8,dev_11,192.168.1.124,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,-1,10,0,0,8,0,0.1268437505789014,0,0,0.014075456836054635
112,09:01,128.4619344098129,5.972002434040131,user_1,63,2023-10-15 15:11:59,126.28760006237262,PLN,purchase,merchant_42,loc_28,dev_5,192.168.1.215,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,3,9,0,0,15,0,0.024357548704738254,0,1,0.014075456836054635
255,03:13,128.4619344098129,9.674452775222342,user_1,64,2023-08-29 10:14:59,121.0362356370761,EUR,transfer,merchant_69,loc_40,dev_17,192.168.1.248,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,13,0,0,10,0,0.07332928267106852,0,0,0.014075456836054635
91,21:30,128.4619344098129,0.0,user_1,65,2023-05-01 19:53:45,95.51747657227443,PLN,transfer,merchant_4,loc_49,dev_15,192.168.1.114,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,1,8,0,0,19,0,0.00237482000011624,0,0,0.014075456836054635
90,21:44,128.4619344098129,0.44354810022256785,user_1,66,2023-07-15 09:50:07,101.67669007176245,PLN,purchase,merchant_19,loc_25,dev_8,192.168.1.63,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,0,12,0,0,9,0,0.10622551171391148,0,1,0.014075456836054635
111,13:15,128.4619344098129,11.492216081585887,user_1,67,2023-01-21 15:01:29,100.3983008700226,EUR,withdrawal,merchant_72,loc_14,dev_18,192.168.1.51,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,5,0,0,15,0,0.10002008565477723,0,1,0.014075456836054635
10,12:31,128.4619344098129,0.0,user_1,68,2023-08-24 16:31:11,137.41691314560467,USD,purchase,merchant_81,loc_49,dev_13,192.168.1.17,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,6,12,0,0,16,0,0.014071008050393786,0,0,0.014075456836054635
70,19:02,128.4619344098129,0.0,user_1,69,2023-12-16 13:46:57,122.67212548760085,EUR,transfer,merchant_53,loc_6,dev_20,192.168.1.192,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,1,10,0,0,13,0,0.03528684799238344,0,1,0.014075456836054635
204,08:46,128.4619344098129,0.0,user_1,70,2023-08-25 11:36:00,144.77530587613796,EUR,transfer,merchant_57,loc_7,dev_14,192.168.1.26,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,7,17,0,0,11,0,0.18022340872552453,0,0,0.014075456836054635
82,21:00,128.4619344098129,6.473264702724947,user_1,71,2023-09-04 19:30:54,133.7609630717725,USD,transfer,merchant_47,loc_8,dev_16,192.168.1.63,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,1,11,0,0,19,0,0.05907350770447173,0,0,0.014075456836054635
115,08:40,128.4619344098129,10.80399817324473,user_1,72,2023-07-24 03:26:45,128.11763753303165,USD,transfer,merchant_13,loc_33,dev_8,192.168.1.182,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,3,10,0,0,3,0,0.12598783243908232,0,0,0.014075456836054635
171,20:21,128.4619344098129,6.130577005343271,user_1,73,2023-08-26 10:24:47,119.46434663318372,USD,transfer,merchant_71,loc_22,dev_16,192.168.1.62,0,128.4619344098129,20.663019034383336,18,0.01593078003542664,0.007544623147913843,4,4,0,0,10,0,0.0035428972873499777,0,1,0.014075456836054635
35,22:47,412.7135063230527,0.0,user_2,74,2023-09-18 11:54:05,461.5582777231637,USD,purchase,merchant_93,loc_50,dev_11,192.168.1.121,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,1,10,0,0,11,0,0.021566732184547324,0,0,0.016099397020008212
66,08:42,412.7135063230527,14.121044400198672,user_2,75,2023-09-10 18:29:59,418.0433719449344,PLN,transfer,merchant_11,loc_39,dev_14,192.168.1.236,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,-1,5,0,0,18,0,0.15634722472699547,0,1,0.016099397020008212
107,03:07,412.7135063230527,4.123465010430957,user_2,76,2023-03-13 09:35:50,464.32229637730154,EUR,withdrawal,merchant_85,loc_35,dev_17,192.168.1.7,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,3,4,0,0,9,0,0.13684081851485494,0,0,0.016099397020008212
122,10:13,412.7135063230527,4.096993062140154,user_2,77,2023-02-13 03:30:19,506.4293103202514,USD,transfer,merchant_7,loc_21,dev_9,192.168.1.201,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,-1,4,0,0,3,0,0.08811199823901772,0,0,0.016099397020008212
96,09:53,412.7135063230527,14.272113008775365,user_2,78,2023-06-01 05:44:38,366.73406569442596,USD,withdrawal,merchant_72,loc_49,dev_12,192.168.1.37,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,0,5,0,0,5,0,0.10308055105545455,0,0,0.016099397020008212
10,08:48,412.7135063230527,4.852036782244098,user_2,79,2023-09-03 13:07:45,467.4808471460613,EUR,transfer,merchant_4,loc_33,dev_1,192.168.1.106,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,2,11,0,0,13,0,0.1988807165455767,0,1,0.016099397020008212
212,06:38,412.7135063230527,13.37280612019612,user_2,80,2023-04-06 10:32:38,312.04578568496413,EUR,withdrawal,merchant_48,loc_45,dev_6,192.168.1.110,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,0,9,0,0,10,0,0.10145028033600262,0,0,0.016099397020008212
90,09:46,412.7135063230527,0.7719047232001923,user_2,81,2023-07-15 14:48:09,465.51008477656904,PLN,purchase,merchant_93,loc_35,dev_17,192.168.1.70,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,0,3,0,0,14,0,0.08742150308292967,0,1,0.016099397020008212
155,14:19,412.7135063230527,0.0,user_2,82,2023-09-15 18:00:29,543.3098379945611,PLN,withdrawal,merchant_100,loc_48,dev_11,192.168.1.26,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,0,5,0,0,18,0,0.06717303711731153,0,0,0.016099397020008212
149,16:40,412.7135063230527,0.0,user_2,83,2023-07-16 22:31:03,523.6848364620462,USD,transfer,merchant_2,loc_48,dev_9,192.168.1.236,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,1,15,0,0,22,0,0.09715434245128858,0,1,0.016099397020008212
129,12:41,412.7135063230527,0.0,user_2,84,2023-06-07 01:29:14,452.8590086588767,PLN,withdrawal,merchant_17,loc_22,dev_20,192.168.1.84,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,4,8,0,0,1,0,0.07744234547803537,0,0,0.016099397020008212
152,10:48,412.7135063230527,0.13432263128408373,user_2,85,2023-06-17 22:28:47,461.06035620807586,EUR,transfer,merchant_45,loc_44,dev_4,192.168.1.159,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,3,4,0,0,22,0,0.05380802621033742,0,1,0.016099397020008212
169,07:43,412.7135063230527,10.480985681929768,user_2,86,2023-08-08 20:45:14,337.19907780766044,PLN,transfer,merchant_76,loc_49,dev_15,192.168.1.45,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,2,1,0,0,20,0,0.08833345143007665,0,0,0.016099397020008212
208,17:40,412.7135063230527,7.79573268232279,user_2,87,2023-10-11 19:57:36,526.2923676747187,USD,withdrawal,merchant_73,loc_37,dev_5,192.168.1.203,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,-2,7,0,0,19,0,0.025350345771261475,0,0,0.016099397020008212
46,05:21,412.7135063230527,4.092766210392536,user_2,88,2023-07-15 01:05:26,521.1154033772196,EUR,transfer,merchant_84,loc_35,dev_2,192.168.1.100,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,5,9,0,0,1,0,0.06279278355930017,0,1,0.016099397020008212
231,18:13,412.7135063230527,14.994071767737493,user_2,89,2023-07-28 12:12:47,489.73425007444126,PLN,transfer,merchant_12,loc_39,dev_17,192.168.1.129,0,412.7135063230527,98.70342524930194,12,0.02179039671308717,0.005822560727438675,4,1,0,0,12,0,0.10320361683084,0,0,0.016099397020008212
